ward,precinct,zip
26.0,38.0,60647
28.0,9.0,60624
28.0,16.0,60624
28.0,17.0,60624
28.0,20.0,60624
28.0,2.0,60624
28.0,3.0,60624
28.0,21.0,60624
28.0,22.0,60624
28.0,23.0,60624
28.0,24.0,60624
24.0,4.0,60624
24.0,5.0,60624
24.0,14.0,60624
24.0,17.0,60624
24.0,19.0,60624
24.0,20.0,60624
24.0,21.0,60624
24.0,22.0,60624
24.0,32.0,60624
24.0,27.0,60624
24.0,28.0,60624
24.0,30.0,60624
24.0,35.0,60624
24.0,41.0,60624
24.0,40.0,60624
24.0,26.0,60624
24.0,18.0,60624
27.0,19.0,60624
27.0,22.0,60624
27.0,3.0,60624
27.0,5.0,60624
27.0,15.0,60624
27.0,34.0,60624
27.0,23.0,60624
27.0,8.0,60624
27.0,44.0,60624
27.0,31.0,60624
27.0,26.0,60624
28.0,25.0,60624
28.0,32.0,60624
28.0,33.0,60624
28.0,36.0,60624
28.0,37.0,60624
28.0,40.0,60624
28.0,44.0,60624
28.0,26.0,60624
28.0,38.0,60624
28.0,13.0,60624
28.0,7.0,60624
28.0,15.0,60624
37.0,3.0,60624
37.0,7.0,60624
37.0,8.0,60624
37.0,13.0,60624
37.0,21.0,60624
37.0,28.0,60624
24.0,25.0,60624
28.0,14.0,60644
28.0,1.0,60644
28.0,12.0,60644
28.0,21.0,60644
24.0,41.0,60644
28.0,33.0,60644
28.0,40.0,60644
28.0,42.0,60644
28.0,44.0,60644
28.0,43.0,60644
28.0,41.0,60644
28.0,39.0,60644
28.0,38.0,60644
28.0,31.0,60644
29.0,2.0,60644
29.0,5.0,60644
29.0,11.0,60644
29.0,6.0,60644
29.0,8.0,60644
29.0,3.0,60644
29.0,14.0,60644
29.0,16.0,60644
29.0,18.0,60644
29.0,19.0,60644
29.0,20.0,60644
29.0,21.0,60644
29.0,22.0,60644
29.0,28.0,60644
29.0,33.0,60644
29.0,34.0,60644
29.0,35.0,60644
29.0,37.0,60644
29.0,42.0,60644
29.0,44.0,60644
29.0,26.0,60644
37.0,11.0,60644
37.0,39.0,60644
37.0,1.0,60644
37.0,9.0,60644
37.0,17.0,60644
37.0,18.0,60644
37.0,21.0,60644
37.0,25.0,60644
37.0,27.0,60644
37.0,30.0,60644
37.0,34.0,60644
37.0,36.0,60644
37.0,37.0,60644
1.0,6.0,60642
1.0,3.0,60642
1.0,10.0,60642
1.0,21.0,60642
1.0,33.0,60642
1.0,36.0,60642
1.0,40.0,60642
1.0,37.0,60642
1.0,35.0,60642
2.0,1.0,60642
2.0,5.0,60642
2.0,6.0,60642
2.0,8.0,60642
2.0,12.0,60642
2.0,20.0,60642
27.0,33.0,60642
27.0,45.0,60642
27.0,16.0,60642
27.0,11.0,60642
27.0,6.0,60642
27.0,40.0,60642
27.0,13.0,60642
27.0,37.0,60642
27.0,35.0,60642
27.0,21.0,60642
27.0,7.0,60642
27.0,1.0,60642
32.0,33.0,60642
32.0,35.0,60642
32.0,37.0,60642
43.0,5.0,60642
1.0,28.0,60618
31.0,10.0,60618
31.0,7.0,60618
31.0,23.0,60618
31.0,40.0,60618
32.0,1.0,60618
32.0,9.0,60618
32.0,15.0,60618
32.0,19.0,60618
32.0,21.0,60618
32.0,24.0,60618
32.0,25.0,60618
33.0,22.0,60618
32.0,41.0,60618
32.0,42.0,60618
32.0,38.0,60618
32.0,28.0,60618
32.0,26.0,60618
32.0,17.0,60618
32.0,43.0,60618
33.0,5.0,60618
33.0,9.0,60618
33.0,16.0,60618
33.0,19.0,60618
33.0,4.0,60618
33.0,6.0,60618
33.0,8.0,60618
33.0,10.0,60618
33.0,11.0,60618
33.0,12.0,60618
33.0,13.0,60618
33.0,23.0,60618
33.0,15.0,60618
33.0,17.0,60618
33.0,20.0,60618
33.0,21.0,60618
33.0,24.0,60618
33.0,25.0,60618
33.0,28.0,60618
33.0,26.0,60618
33.0,14.0,60618
35.0,20.0,60618
35.0,22.0,60618
35.0,23.0,60618
35.0,27.0,60618
35.0,1.0,60618
35.0,4.0,60618
35.0,5.0,60618
35.0,6.0,60618
35.0,11.0,60618
35.0,15.0,60618
35.0,17.0,60618
35.0,24.0,60618
35.0,26.0,60618
35.0,31.0,60618
35.0,9.0,60618
39.0,25.0,60618
39.0,28.0,60618
39.0,34.0,60618
30.0,3.0,60618
30.0,8.0,60618
30.0,15.0,60618
30.0,18.0,60618
30.0,28.0,60618
30.0,25.0,60618
30.0,24.0,60618
30.0,23.0,60618
30.0,22.0,60618
30.0,32.0,60618
45.0,4.0,60618
45.0,1.0,60618
45.0,3.0,60618
47.0,2.0,60618
45.0,2.0,60618
47.0,3.0,60618
47.0,4.0,60618
47.0,7.0,60618
47.0,8.0,60618
47.0,10.0,60618
47.0,12.0,60618
47.0,14.0,60618
47.0,16.0,60618
47.0,17.0,60618
47.0,21.0,60618
47.0,27.0,60618
47.0,28.0,60618
47.0,29.0,60618
47.0,35.0,60618
47.0,37.0,60618
47.0,40.0,60618
47.0,45.0,60618
47.0,47.0,60618
47.0,48.0,60618
47.0,46.0,60618
31.0,10.0,60641
31.0,6.0,60641
31.0,9.0,60641
31.0,8.0,60641
31.0,2.0,60641
31.0,3.0,60641
31.0,5.0,60641
31.0,13.0,60641
31.0,15.0,60641
31.0,24.0,60641
31.0,25.0,60641
31.0,34.0,60641
31.0,26.0,60641
31.0,23.0,60641
31.0,20.0,60641
31.0,19.0,60641
31.0,17.0,60641
31.0,14.0,60641
31.0,12.0,60641
31.0,11.0,60641
31.0,27.0,60641
31.0,29.0,60641
31.0,35.0,60641
31.0,30.0,60641
31.0,31.0,60641
31.0,33.0,60641
31.0,36.0,60641
31.0,40.0,60641
36.0,20.0,60641
36.0,16.0,60641
36.0,14.0,60641
39.0,3.0,60641
39.0,19.0,60641
39.0,25.0,60641
39.0,28.0,60641
39.0,31.0,60641
39.0,34.0,60641
39.0,17.0,60641
30.0,1.0,60641
30.0,7.0,60641
30.0,8.0,60641
30.0,9.0,60641
30.0,14.0,60641
30.0,15.0,60641
30.0,18.0,60641
30.0,28.0,60641
30.0,27.0,60641
30.0,26.0,60641
30.0,25.0,60641
30.0,23.0,60641
30.0,20.0,60641
30.0,17.0,60641
30.0,4.0,60641
30.0,31.0,60641
38.0,1.0,60641
38.0,11.0,60641
38.0,34.0,60641
38.0,35.0,60641
38.0,40.0,60641
38.0,41.0,60641
38.0,31.0,60641
38.0,32.0,60641
45.0,4.0,60641
45.0,8.0,60641
45.0,7.0,60641
45.0,6.0,60641
45.0,5.0,60641
45.0,3.0,60641
45.0,9.0,60641
45.0,12.0,60641
45.0,10.0,60641
45.0,11.0,60641
45.0,14.0,60641
45.0,13.0,60641
31.0,3.0,60634
31.0,15.0,60634
30.0,29.0,60634
36.0,1.0,60634
36.0,18.0,60634
36.0,7.0,60634
36.0,10.0,60634
36.0,19.0,60634
36.0,26.0,60634
36.0,28.0,60634
36.0,24.0,60634
36.0,30.0,60634
36.0,29.0,60634
36.0,20.0,60634
36.0,17.0,60634
36.0,16.0,60634
36.0,15.0,60634
36.0,14.0,60634
30.0,30.0,60634
29.0,30.0,60634
29.0,31.0,60634
29.0,32.0,60634
29.0,38.0,60634
29.0,39.0,60634
29.0,29.0,60634
30.0,5.0,60634
30.0,13.0,60634
30.0,16.0,60634
30.0,2.0,60634
30.0,10.0,60634
30.0,12.0,60634
30.0,21.0,60634
30.0,17.0,60634
38.0,2.0,60634
38.0,4.0,60634
38.0,5.0,60634
38.0,6.0,60634
38.0,7.0,60634
38.0,9.0,60634
38.0,10.0,60634
38.0,13.0,60634
38.0,16.0,60634
38.0,17.0,60634
38.0,20.0,60634
38.0,24.0,60634
38.0,27.0,60634
38.0,28.0,60634
38.0,29.0,60634
38.0,30.0,60634
38.0,3.0,60634
38.0,8.0,60634
38.0,11.0,60634
38.0,14.0,60634
38.0,15.0,60634
38.0,18.0,60634
38.0,19.0,60634
38.0,33.0,60634
38.0,21.0,60634
38.0,22.0,60634
38.0,23.0,60634
38.0,26.0,60634
38.0,34.0,60634
38.0,38.0,60634
38.0,40.0,60634
38.0,41.0,60634
38.0,31.0,60634
38.0,39.0,60634
38.0,37.0,60634
38.0,36.0,60634
34.0,6.0,60643
34.0,26.0,60643
36.0,2.0,60707
30.0,29.0,60707
36.0,1.0,60707
36.0,3.0,60707
36.0,4.0,60707
36.0,10.0,60707
36.0,19.0,60707
36.0,27.0,60707
29.0,12.0,60707
29.0,15.0,60707
29.0,23.0,60707
29.0,30.0,60707
29.0,1.0,60707
29.0,38.0,60707
29.0,39.0,60707
29.0,43.0,60707
29.0,7.0,60707
29.0,10.0,60707
29.0,9.0,60707
30.0,11.0,60707
39.0,20.0,60631
39.0,21.0,60631
41.0,4.0,60631
41.0,1.0,60631
41.0,2.0,60631
41.0,5.0,60631
41.0,7.0,60631
41.0,8.0,60631
41.0,11.0,60631
41.0,15.0,60631
41.0,16.0,60631
41.0,40.0,60631
41.0,17.0,60631
41.0,18.0,60631
41.0,20.0,60631
41.0,21.0,60631
41.0,22.0,60631
41.0,27.0,60631
41.0,28.0,60631
41.0,29.0,60631
41.0,31.0,60631
41.0,34.0,60631
41.0,35.0,60631
41.0,37.0,60631
41.0,41.0,60631
41.0,42.0,60631
41.0,43.0,60631
41.0,44.0,60631
41.0,45.0,60631
41.0,46.0,60631
41.0,23.0,60631
41.0,32.0,60631
41.0,26.0,60631
41.0,13.0,60631
41.0,10.0,60631
45.0,40.0,60631
45.0,43.0,60631
45.0,44.0,60631
29.0,31.0,60707
29.0,32.0,60707
29.0,29.0,60707
38.0,2.0,60656
38.0,12.0,60656
38.0,20.0,60656
41.0,3.0,60656
41.0,12.0,60656
41.0,24.0,60656
41.0,30.0,60656
41.0,25.0,60656
41.0,27.0,60656
41.0,28.0,60656
41.0,29.0,60656
41.0,33.0,60656
41.0,34.0,60656
41.0,36.0,60656
41.0,43.0,60656
41.0,45.0,60656
41.0,46.0,60656
41.0,23.0,60656
41.0,38.0,60656
41.0,26.0,60656
41.0,13.0,60656
45.0,45.0,60656
45.0,48.0,60656
45.0,27.0,60656
45.0,26.0,60656
45.0,40.0,60656
45.0,47.0,60656
45.0,46.0,60656
41.0,27.0,60666
